Year,Month,Temperature,Precipitation
1943,3,8.7,63.5
1943,4,13.5,61.3
1943,5,16.2,202.9
1943,6,19.4,55.6
1943,7,20.9,130.1
1943,8,22.4,53.1
1943,9,18.2,259.1
1943,10,13.5,97
1943,11,6.8,42.5
1943,12,5,89.2
1944,1,3.1,0
1944,2,3.1,45.3
1944,3,7.1,0.1
1944,4,12.6,51.5
1944,5,15.3,137.8
1944,6,18.5,99.5
1944,7,20.7,292.3
1944,8,21.5,70
1944,9,16.4,93.6
1944,10,11,351
1944,11,5.8,39.5
1944,12,2.7,36.6
1945,1,-0.7,73.4
1945,2,3.9,2.3
1945,3,10.2,86.4
1945,4,13.7,71.4
1945,5,16.5,198.5
1945,6,21.2,28.6
1945,7,24.1,36
1945,8,19.8,261.4
1945,9,17.7,106.3
1945,10,12.7,185.2
1945,11,6.8,54.1
1945,12,4.5,165.6
1946,1,1.4,127.8
1946,2,6.3,12.6
1946,3,7.9,144
1946,4,12.9,73.6
1946,5,14,338.5
1946,6,17.3,260.9
1946,7,22,108
1946,8,20,308
1946,9,18.2,80.8
1946,10,11.6,60.2
1946,11,6.6,73.1
1946,12,2.4,15.7
1947,1,-0.5,11.9
1947,2,1.7,141.2
1947,3,6.4,248.2
1947,4,13.1,38.8
1947,5,16.8,107.1
1947,6,20.6,106.3
1947,7,22.7,117.3
1947,8,22.1,131.2
1947,9,18.9,240.9
1947,10,12.8,71.5
1947,11,8.2,57.8
1947,12,3.7,80.7
1948,1,3.6,157.4
1948,2,4.8,18.9
1948,3,11.1,5.4
1948,4,12,147.2
1948,5,15.1,302.3
1948,6,18.9,131.7
1948,7,19.6,125.7
1948,8,20.1,412.8
1948,9,17.7,117.3
1948,10,13.5,155.6
1948,11,8.5,3.7
1948,12,3.6,24.4
1949,1,3.9,110.9
1949,2,4.9,0
1949,3,6.3,20.9
1949,4,14.2,166.5
1949,5,14.3,267.3
1949,6,20,31.1
1949,7,22.1,136
1949,8,21.5,124.4
1949,9,19.1,56.4
1949,10,14.6,54.7
1949,11,7.7,185.3
1949,12,4.1,54.5
1950,1,2.3,31.4
1950,2,4.5,114.9
1950,3,9.3,27.1
1950,4,10.2,212.8
1950,5,16,131.8
1950,6,20.9,155.2
1950,7,23.6,137.8
1950,8,20.8,250.6
1950,9,16.5,203.4
1950,10,12.8,5.2
1950,11,6.9,209.1
1950,12,3,130
1951,1,3.8,134.9
1951,2,3.6,273.3
1951,3,5.7,144
1951,4,11,130.6
1951,5,13.6,156.4
1951,6,18.4,234.9
1951,7,21,77
1951,8,19.7,247.6
1951,9,18.5,119.2
1951,10,11,192.2
1951,11,8.3,482.8
1951,12,4,31.4
1952,1,1.7,30.4
1952,2,3.4,7.6
1952,3,7.5,51.5
1952,4,12.1,276.1
1952,5,15.6,258.9
1952,6,20.3,106.1
1952,7,23.2,87.1
1952,8,20.4,201.8
1952,9,14.6,131.2
1952,10,10.9,129.9
1952,11,6.2,77.7
1952,12,3.2,38.6
1953,1,1.5,6.1
1953,2,3.1,9.1
1953,3,8.2,0
1953,4,12.1,115.9
1953,5,17.4,24
1953,6,16.4,343.8
1953,7,20.7,140.2
1953,8,20.6,104.7
1953,9,17.7,203.8
1953,10,13.2,383.4
1953,11,7,12.5
1953,12,6.5,21.8
1954,1,1.5,18.5
1954,2,1.3,56.5
1954,3,7.2,110
1954,4,10.5,153
1954,5,14.2,302.1
1954,6,18.8,232.9
1954,7,19.7,114.9
1954,8,18.9,154.1
1954,9,17.5,160
1954,10,12.1,50.5
1954,11,7.6,138
1954,12,5.1,180
1955,1,3.7,58.6
1955,2,3.4,106.9
1955,3,5.7,59.1
1955,4,12.5,0
1955,5,15.1,97
1955,6,18.8,206.7
1955,7,20.7,263.3
1955,8,19.6,85.5
1955,9,17.3,101.3
1955,10,12.1,136.1
1955,11,6.8,64.3
1955,12,4.6,30.7
1956,1,2.8,57.2
1956,2,-1.7,9.3
1956,3,5.9,227.6
1956,4,8.9,293.5
1956,5,16.2,70.4
1956,6,17.9,103.4
1956,7,20.4,296.8
1956,8,20,202.9
1956,9,17.3,89.6
1956,10,11.2,120.1
1956,11,6.9,36.4
1956,12,3.8,15.6
1957,1,1.9,69.2
1957,2,4.9,111.4
1957,3,8.7,61
1957,4,11.4,107.7
1957,5,13,154.8
1957,6,17.8,395.7
1957,7,21,177.4
1957,8,19.5,204
1957,9,16.9,30.6
1957,10,12.7,89.6
1957,11,8.4,230.9
1957,12,3,197.3
1958,1,2.5,10.4
1958,2,5.1,76.3
1958,3,5.4,16.4
1958,4,9,212.7
1958,5,17.4,188.2
1958,6,18.6,169.2
1958,7,21.4,152
1958,8,21.3,195.6
1958,9,18.7,91.5
1958,10,12.6,159.1
1958,11,8.7,83.1
1958,12,3.6,212.8
1959,1,2.8,27
1959,2,5,12
1959,3,9,181.3
1959,4,11.4,190.6
1959,5,15.2,100
1959,6,19.5,237.3
1959,7,22.3,164.2
1959,8,20.1,160.9
1959,9,17.2,49.2
1959,10,11.8,253
1959,11,6.8,248.2
1959,12,4.1,218.4
1960,1,2.2,118.6
1960,2,2.3,101.5
1960,3,7.3,110.8
1960,4,11.6,56.2
1960,5,15.8,270.8
1960,6,18.9,197.9
1960,7,18.8,249.2
1960,8,18.8,331.6
1960,9,15,409.6
1960,10,10.8,430.3
1960,11,7.4,178.1
1960,12,4,140.2
1961,1,0.7,95
1961,2,5.5,54.9
1961,3,9.8,2.2
1961,4,12.8,227.5
1961,5,14.3,178.8
1961,6,18.7,196.8
1961,7,19.7,88.7
1961,8,21,20.8
1961,9,20.2,21.4
1961,10,13.1,114.9
1961,11,7.2,223.2
1961,12,3.8,48.5
1962,1,3.8,58.5
1962,2,3.9,52.8
1962,3,4.4,55.1
1962,4,10.5,179.5
1962,5,13.7,136.1
1962,6,18.2,84.5
1962,7,20.6,28.1
1962,8,22.1,106.9
1962,9,17.5,54.9
1962,10,13.1,36.6
1962,11,6.5,181.9
1962,12,2.1,45.1
1963,1,-0.1,59.8
1963,2,0.9,20.9
1963,3,5.9,85.9
1963,4,10.8,191.8
1963,5,14.5,141.6
1963,6,17.3,413.5
1963,7,21.5,166
1963,8,19.2,277
1963,9,16.8,337
1963,10,12.2,115.7
1963,11,8.9,341.2
1963,12,2.8,42
1964,1,1.2,24.8
1964,2,4.6,59.9
1964,3,5.9,145
1964,4,11.2,154.2
1964,5,16.2,113.5
1964,6,19.5,196.3
1964,7,21.5,139.1
1964,8,19.7,143.7
1964,9,17.2,79.2
1964,10,11.8,113.1
1964,11,8.5,68.5
1964,12,4.1,60.3
1965,1,3.2,68.9
1965,2,1.9,2
1965,3,6.3,95.1
1965,4,11,19.9
1965,5,14.4,140.9
1965,6,18.8,83.1
1965,7,20.3,143.5
1965,8,19.5,117.5
1965,9,14.3,378.8
1965,10,12,34.9
1965,11,6.8,88.5
1965,12,3.8,23
1966,1,0.8,9.6
1966,2,5.7,148.7
1966,3,7.7,2
1966,4,11.5,235.7
1966,5,15.6,187.4
1966,6,19.4,133.4
1966,7,19.3,220.7
1966,8,18.6,171.9
1966,9,18.3,129.4
1966,10,13.8,368.2
1966,11,5.4,210.3
1966,12,3.1,44.5
1967,1,2.6,12.7
1967,2,3.5,53.5
1967,3,8.8,140.8
1967,4,10.3,65.6
1967,5,14.7,197
1967,6,18.6,40.1
1967,7,22.6,181.2
1967,8,20.3,101.3
1967,9,16.2,214.6
1967,10,13.2,130.3
1967,11,8.1,170.2
1967,12,3.6,6.2
1968,1,2.5,1
1968,2,3.7,190.6
1968,3,7.7,45.2
1968,4,11.8,132
1968,5,13.8,205.1
1968,6,17.7,94.2
1968,7,20.4,190.8
1968,8,18.1,154.5
1968,9,16,235.3
1968,10,13.3,74.8
1968,11,7.8,322.1
1968,12,3,31.2
1969,1,1.8,82.3
1969,2,1.5,95.9
1969,3,6.1,58.6
1969,4,10.1,53.5
1969,5,15.6,213.1
1969,6,17.2,159.4
1969,7,21.2,77.8
1969,8,20,97.8
1969,9,16.9,198.9
1969,10,13.4,0
1969,11,7.7,123.6
1969,12,2.3,15
1970,1,2.4,139
1970,2,3.7,11.6
1970,3,5.5,106.4
1970,4,9.1,122.1
1970,5,13.9,116.3
1970,6,19.1,174.2
1970,7,20.6,56.6
1970,8,20.3,210.6
1970,9,18.4,148.9
1970,10,12,69.6
1970,11,8,161.4
1970,12,2.3,87.5
1971,1,1.6,92.3
1971,2,5.1,49.4
1971,3,5,141.5
1971,4,12.1,135.3
1971,5,14.6,281.2
1971,6,17.4,203.7
1971,7,22.2,176
1971,8,22.2,151.1
1971,9,17.3,30.6
1971,10,12.7,26.5
1971,11,7.2,152.5
1971,12,4.3,54.6
1972,1,3,82.6
1972,2,5.4,207
1972,3,8,168
1972,4,10.8,139.2
1972,5,14,129.5
1972,6,17.5,247.8
1972,7,20.6,93.2
1972,8,19.9,59.2
1972,9,13.6,265.5
1972,10,11.5,90.8
1972,11,7.7,30.6
1972,12,3.4,104.9
1973,1,2.9,65.8
1973,2,4.3,6
1973,3,7.4,4.5
1973,4,9.3,92.4
1973,5,15.1,122.2
1973,6,19.3,233.9
1973,7,20.7,206.8
1973,8,21.7,156.5
1973,9,18.2,143.3
1973,10,11.6,101.3
1973,11,7.4,19.7
1973,12,2.7,159.3
1974,1,4.5,75.4
1974,2,4.9,191
1974,3,7.5,122.8
1974,4,10.6,99.8
1974,5,14.8,83.7
1974,6,17.9,152.2
1974,7,21.8,40.5
1974,8,22,260.6
1974,9,16.9,97.3
1974,10,8.5,46
1974,11,6.8,133.9
1974,12,6.2,4.8
1975,1,4.4,105.2
1975,2,4.3,53.6
1975,3,6.2,202.7
1975,4,11.4,132.6
1975,5,14.6,281.9
1975,6,17.7,129.2
1975,7,21.7,47.5
1975,8,20.8,99.4
1975,9,18.2,150.3
1975,10,11.4,105.4
1975,11,6.7,189.7
1975,12,4.1,38.3
1976,1,4.4,17.9
1976,2,4.7,32.1
1976,3,6.3,20.7
1976,4,10.7,133.2
1976,5,16.6,45.5
1976,6,20.8,42.4
1976,7,22.4,122.4
1976,8,18.6,198.3
1976,9,14.9,352.1
1976,10,12.2,503.3
1976,11,7.9,195.3
1976,12,3.7,37.1
1977,1,1.8,217.7
1977,2,4.5,128.2
1977,3,8.6,220.1
1977,4,10.7,147.8
1977,5,13.3,257.7
1977,6,17.2,138
1977,7,19.8,272.4
1977,8,18.2,455.5
1977,9,16.1,45.4
1977,10,13.7,203.1
1977,11,7.9,45.9
1977,12,3.9,63.9
1978,1,2.8,278.6
1978,2,2.2,178.1
1978,3,7.5,72.1
1978,4,9.3,165
1978,5,12.9,247.6
1978,6,17.4,205.4
1978,7,20.6,98.8
1978,8,20.6,112
1978,9,17.7,10.1
1978,10,12.5,108
1978,11,6.9,9.7
1978,12,3.4,90.2
1979,1,1.3,89.2
1979,2,4.2,71.9
1979,3,6.7,316.1
1979,4,9.3,119.6
1979,5,15.5,69.2
1979,6,19.2,174.6
1979,7,20.6,280.5
1979,8,18.9,273.5
1979,9,16.8,87.2
1979,10,12.4,358.6
1979,11,7,101.4
1979,12,4.8,137.4
1980,1,2,71.2
1980,2,5,0.1
1980,3,6.4,189.9
1980,4,10.1,12.7
1980,5,12.2,262.7
1980,6,17.1,367.7
1980,7,18.8,109.3
1980,8,21.5,158.6
1980,9,18.4,40.9
1980,10,11.7,245.8
1980,11,6.9,42.8
1980,12,3.5,3.3
1981,1,2.5,0.4
1981,2,3,1.6
1981,3,8.2,253.2
1981,4,11.4,86.5
1981,5,13.7,236.3
1981,6,19.5,80.6
1981,7,19.9,259
1981,8,21.1,30.2
1981,9,17.6,385.5
1981,10,12.1,146.9
1981,11,6.9,1
1981,12,3.1,155.9
1982,1,3.2,5.8
1982,2,3,27
1982,3,6.5,68.1
1982,4,11,21.9
1982,5,15.5,171.1
1982,6,20.3,204.9
1982,7,22.4,148
1982,8,20,268.6
1982,9,18.6,252.1
1982,10,11.2,210.4
1982,11,8.3,225.1
1982,12,5.2,80.2
1983,1,4.5,0.8
1983,2,2,37.6
1983,3,7.4,129.9
1983,4,10.1,249.9
1983,5,12.8,386
1983,6,19.3,67.2
1983,7,23.9,69.2
1983,8,21,100.6
1983,9,17.7,203.7
1983,10,13.2,32.7
1983,11,7.1,24
1983,12,3.4,151.6
1984,1,2.8,25.5
1984,2,2.8,63.8
1984,3,6.1,135.1
1984,4,10.3,106.3
1984,5,11.3,410.3
1984,6,18.8,177.5
1984,7,22.6,14
1984,8,20,250.6
1984,9,15.4,277.5
1984,10,12.3,179.3
1984,11,8.2,108.9
1984,12,5.4,83.1
1985,1,-0.4,159.8
1985,2,2.7,6.4
1985,3,5.6,217.5
1985,4,11.1,95.2
1985,5,14.2,272.5
1985,6,18,130
1985,7,22.5,115.6
1985,8,21,130.2
1985,9,18.7,50.2
1985,10,13.7,9.9
1985,11,5.8,117.5
1985,12,5.5,75.6
1986,1,3,177.6
1986,2,1,59.6
1986,3,6.5,45.3
1986,4,8.9,511.9
1986,5,16.8,194
1986,6,19.2,79
1986,7,21.4,64
1986,8,20.8,306.7
1986,9,17.5,99.8
1986,10,13.9,4.3
1986,11,8.8,56.3
1986,12,4.4,1.4
1987,1,1.6,53
1987,2,3.3,138.2
1987,3,4.6,25.8
1987,4,11.3,124.5
1987,5,13.8,143.1
1987,6,17.4,276.7
1987,7,21.3,309.7
1987,8,20.6,153.3
1987,9,19.5,63
1987,10,12.7,267.3
1987,11,8.3,67.8
1987,12,4.9,39
1988,1,4.2,168.7
1988,2,4.6,44.3
1988,3,8.6,64.1
1988,4,11.8,81.1
1988,5,15.2,359.5
1988,6,17.8,197.8
1988,7,21.8,138.6
1988,8,21.5,146
1988,9,17.6,86.7
1988,10,13.9,221.9
1988,11,5.6,4.3
1988,12,5.2,45.5
1989,1,3.3,0
1989,2,5.7,126.2
1989,3,10,40.8
1989,4,9.8,545.7
1989,5,15.8,100.1
1989,6,18.4,145.1
1989,7,21.9,111.8
1989,8,21.2,193.5
1989,9,17.1,47.6
1989,10,12.8,5.4
1989,11,7.3,76.5
1989,12,4.1,75.7
1990,1,2.4,45.8
1990,2,7,18.3
1990,3,10.5,6.2
1990,4,10.7,173.5
1990,5,17,136.9
1990,6,18.5,289
1990,7,22.3,14.1
1990,8,21.9,84.4
1990,9,18,90.8
1990,10,13.6,287.9
1990,11,7.3,101.1
1990,12,2.6,94.4
1991,1,2.9,61.9
1991,2,2.4,22.4
1991,3,9.6,213.3
1991,4,10.5,63.1
1991,5,13.8,92.9
1991,6,18.7,148.8
1991,7,23.7,49.2
1991,8,23.8,12.1
1991,9,19.7,381.5
1991,10,11.9,132
1991,11,7.1,95.6
1991,12,3.5,14.7
1992,1,2.9,50
1992,2,5.7,22.3
1992,3,8.7,125.3
1992,4,11.4,136.4
1992,5,16.9,115.3
1992,6,17.6,311.8
1992,7,21.5,172.9
1992,8,23.2,135.7
1992,9,17,221.5
1992,10,10.7,192.6
1992,11,8.7,20.8
1992,12,4.2,95.9
1993,1,3.7,3.4
1993,2,4.3,46.9
1993,3,7.9,40
1993,4,11.4,136.6
1993,5,15.9,111.9
1993,6,19.9,263
1993,7,20.4,121.3
1993,8,22.3,39.9
1993,9,16.5,359.6
1993,10,11.7,366.3
1993,11,6.7,67.4
1993,12,4.7,33.9
1994,1,4.5,241
1994,2,3.8,122.4
1994,3,11.1,20.4
1994,4,11.1,116.3
1994,5,15.8,260.1
1994,6,19.8,66.7
1994,7,24.1,32.7
1994,8,23.2,137.9
1994,9,17,433.8
1994,10,12,88
1994,11,10,163
1994,12,5.5,20.2
1995,1,3,35.7
1995,2,6.2,60.7
1995,3,7.2,24.1
1995,4,12.3,176.8
1995,5,15.6,204
1995,6,17.9,102.5
1995,7,23.5,57.6
1995,8,21.1,91.5
1995,9,15.3,446.8
1995,10,14.5,47.2
1995,11,8.5,94.6
1995,12,4.5,70.3
1996,1,4.3,209.5
1996,2,3.6,23
1996,3,7,14.1
1996,4,12.4,61.5
1996,5,15.5,158.8
1996,6,20.8,184.7
1996,7,21,176.1
1996,8,20.2,321.4
1996,9,15,81.2
1996,10,12.6,177.9
1996,11,8.4,210.5
1996,12,4.5,101.8
1997,1,3.6,78.8
1997,2,6.2,0.7
1997,3,11.1,1.6
1997,4,11.8,96.8
1997,5,15.9,88.9
1997,6,18.3,382.7
1997,7,20.7,138.8
1997,8,22.1,41.2
1997,9,19.4,26.8
1997,10,13.7,14.9
1997,11,7.8,218.7
1997,12,5.3,137.2
1998,1,3.9,55.6
1998,2,6.6,26.2
1998,3,9,4.8
1998,4,10.4,302
1998,5,16.2,172.6
1998,6,19.8,231.1
1998,7,22.5,142.9
1998,8,22.2,112.2
1998,9,16.8,249.9
1998,10,12.3,171.9
1998,11,6.1,4.1
1998,12,3.6,34.6
1999,1,3.8,62.1
1999,2,4.1,0.5
1999,3,8.4,112.7
1999,4,12,123
1999,5,17.1,156.7
1999,6,19.2,190.5
1999,7,22.4,133.9
1999,8,21.2,300.6
1999,9,18.6,233.3
1999,10,13,235
1999,11,7.5,97
1999,12,3.5,53.2
2000,1,3.4,0
2000,2,6.1,12.7
2000,3,9.5,79
2000,4,11.5,260.2
2000,5,17.2,250.7
2000,6,21.2,74.9
2000,7,20.5,368
2000,8,21.7,89.4
2000,9,18.3,211.1
2000,10,13.3,331.2
2000,11,7.5,368.2
2000,12,5.6,103.9
2001,1,3.5,127.9
2001,2,6.2,86.5
2001,3,9,202.8
2001,4,11.4,73.7
2001,5,17.3,103.6
2001,6,19.5,243.5
2001,7,21.8,229.8
2001,8,22.4,245.5
2001,9,15.8,69
2001,10,15.1,98.5
2001,11,7.9,17.5
2001,12,3,0.8
2002,1,2.2,19.1
2002,2,6.2,112.8
2002,3,10.2,66.3
2002,4,12.1,65.5
2002,5,15.2,426.4
2002,6,21.5,140.7
2002,7,21,230.6
2002,8,20.6,210.2
2002,9,16.8,187.1
2002,10,13.1,65.7
2002,11,9.9,535.8
2002,12,5.7,45.2
2003,1,3.6,44.7
2003,2,2.3,10.1
2003,3,9.3,2.6
2003,4,11.6,72.4
2003,5,18.2,131.2
2003,6,24.5,126.1
2003,7,23.6,203.9
2003,8,24.8,72.8
2003,9,17.9,44.1
2003,10,11.4,120.8
2003,11,8.1,179.4
2003,12,4.5,158.7
2004,1,3.4,14
2004,2,4.5,98.3
2004,3,7.6,41.8
2004,4,11.5,204.2
2004,5,14.5,173.1
2004,6,21,17.3
2004,7,22.1,106.1
2004,8,21.4,205.5
2004,9,18.9,57
2004,10,14.1,226.3
2004,11,8.2,174
2004,12,4.4,55.3
2005,1,3.4,5.3
2005,2,3.5,7
2005,3,8.3,74.4
2005,4,11.4,139.4
2005,5,17.2,86.6
2005,6,21.5,60.8
2005,7,23,90.4
2005,8,21,115.3
2005,9,18.5,191.9
2005,10,13.1,72.3
2005,11,7.7,31
2005,12,2.4,77.8
2006,1,2.1,60
2006,2,3.5,92.1
2006,3,7.1,40.3
2006,4,12.4,98.9
2006,5,16.7,91.1
2006,6,21.6,93.4
2006,7,24.4,104.7
2006,8,20,275.2
2006,9,19.2,169.4
2006,10,14.8,67.6
2006,11,9.7,46.7
2006,12,5.4,158.9
2007,1,6.3,60.6
2007,2,7.1,17.9
2007,3,9.9,43.8
2007,4,15.6,8.6
2007,5,17.6,170
2007,6,19.9,224.4
2007,7,22.6,75.5
2007,8,20.6,306.7
2007,9,17.1,123.1
2007,10,13.5,15.5
2007,11,7.9,89.3
2007,12,4.3,7.8
2008,1,4.5,136
2008,2,5.7,36.6
2008,3,9.1,78.9
2008,4,11.4,223.1
2008,5,16,267.3
2008,6,19.9,182
2008,7,21.4,359
2008,8,21.8,110
2008,9,16.6,188.7
2008,10,13.5,201.1
2008,11,7.9,246.1
2008,12,4,159.8
2009,1,2.6,48.7
2009,2,4.9,155.2
2009,3,9,109.9
2009,4,12.6,257.3
2009,5,18.7,67
2009,6,20.6,107.5
2009,7,22.2,396.8
2009,8,23.1,75.8
2009,9,18.8,121.4
2009,10,13.2,61.4
2009,11,8.8,151.1
2009,12,3.5,127.6
2010,1,2.1,34.3
2010,2,4.1,92.3
2010,3,7.4,109.1
2010,4,11.9,65.4
2010,5,15,344.9
2010,6,20.2,122.3
2010,7,24.4,160.8
2010,8,21,191.3
2010,9,17.1,190.7
2010,10,11.8,193.6
2010,11,7.8,211.4
2010,12,2.6,138.1
2011,1,3.2,44
2011,2,5.4,44.6
2011,3,8.6,88.7
2011,4,15.4,23.9
2011,5,18.5,106.8
2011,6,19.6,185.9
2011,7,20.8,261.3
2011,8,23,70.3
2011,9,20.3,82.5
2011,10,13.5,52.5
2011,11,8.3,205.2
2011,12,5.9,13.6
2012,1,4.5,55.4
2012,2,2.6,5.6
2012,3,11.3,70.8
2012,4,10.8,293.7
2012,5,16.2,163.9
2012,6,21.3,185.5
2012,7,23,78.5
2012,8,23.8,82.2
2012,9,18.5,83.9
2012,10,13.7,114.5
2012,11,9.4,234.6
2012,12,3.7,43.1
2013,1,4.8,38.3
2013,2,3.7,36.4
2013,3,6.3,118.4
2013,4,11.6,289.4
2013,5,14.4,301.7
2013,6,20.2,63.6
2013,7,23.7,139.4
2013,8,22.7,74.3
2013,9,18.8,123.2
2013,10,13.8,214.6
2013,11,8.7,115.8
2013,12,5.3,198.2
2014,1,4.8,222.7
2014,2,5.8,277.4
2014,3,10.5,86.1
2014,4,13.5,107.8
2014,5,16.1,135.5
2014,6,20.3,161.4
2014,7,20.4,361.3
2014,8,19.8,259.2
2014,9,18.3,23.8
2014,10,15.1,157.1
2014,11,10,586.7
2014,12,6.9,50.6
2015,1,5.1,130.7
2015,2,4.9,116.8
2015,3,9.4,30
2015,4,13.3,114.1
2015,5,17,213.2
2015,6,21.2,84.8
2015,7,25.8,63.2
2015,8,22.4,110.5
2015,9,17.4,191.6
2015,10,12.8,176.7
2015,11,9.5,0.2
2015,12,6.2,0.6
2016,1,4.1,29.9
2016,2,6.5,146.2
2016,3,8.7,108.9
2016,4,13.4,71
2016,5,15.5,267.7
2016,6,19.8,226.8
2016,7,23,225.6
2016,8,22.1,211.5
2016,9,20.3,89.6
2016,10,12.3,126.8
2016,11,8.6,175.1
2016,12,5.6,1.4
2017,1,2.2,7.1
2017,2,6.2,99.8
2017,3,11,71.4
2017,4,13.3,129
2017,5,17.1,119.6
2017,6,22.3,493.3
2017,7,23.2,55.9
2017,8,23,164.4
2017,9,16.7,141.3
2017,10,14.4,4.5
2017,11,8.2,99.9
2017,12,3.3,123.2
2018,1,5.6,76.4
2018,2,3.8,14.1
2018,3,7.1,140.6
2018,4,14.1,158.7
2018,5,16.8,251.4
2018,6,21.7,56.5
2018,7,23.9,96.9
2018,8,23.3,201.8
2018,9,19.8,32.7
2018,10,15.3,240.3
2018,11,9.7,193.9
2018,12,5.5,8.9
2019,1,5.1,6.9
2019,2,6.4,50.2
2019,3,10,52.6
2019,4,12.3,170.2
2019,5,14.5,74.7
2019,6,22.6,120.1
2019,7,24.5,56.9
2019,8,22.4,282.5
2019,9,18.9,64.5
2019,10,14.9,235.9
2019,11,8.3,361.6
2019,12,6.3,199.1
2020,1,5,5.6
2020,2,7.8,0.9
2020,3,8.6,93.7
2020,4,13.4,100.8
2020,5,17.6,220
2020,6,19.7,293.7
2020,7,23.1,47.4
2020,8,23.1,200.3
2020,9,18.9,125
2020,10,12.3,287.8
2020,11,9.5,2.8
2020,12,4.9,164
2021,1,3.5,111.9
2021,2,7,67
2021,3,9.2,6.5
2021,4,11,76.9
2021,5,15.1,155
2021,6,22.2,47.6
2021,7,22.2,297.3
2021,8,21.8,192.1
2021,9,19.2,188.2
2021,10,12.7,133.9
2021,11,8.5,147.3
2021,12,5.1,19.9
2022,1,5.4,9.1
2022,2,7.1,16.6
2022,3,8.4,12.4
2022,4,12.3,68.1
2022,5,18.6,69.6
2022,6,22.5,162.3
